"","HS.Code_6","BEC4","BEC.Descriptions","Retained.Goods"
"50417","902300","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50418","902410","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50421","902480","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50424","902490","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50435","902511","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50447","902519","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50459","902580","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50477","902590","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50487","902610","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50499","902620","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50502","902680","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50514","902690","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50518","902710","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50521","902720","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50524","902730","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50526","902780","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50531","902750","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50538","902790","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50540","902810","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50542","902820","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50544","902830","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50546","902890","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50547","902910","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50550","902920","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50553","902990","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50557","903010","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50567","903020","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50576","903031","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50584","903033","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50592","903040","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50600","903082","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50628","903032","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50636","903039","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50644","903084","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50664","903089","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50669","903090","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50679","903110","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50691","903120","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50703","903149","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50715","903141","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50739","903180","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50748","903190","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50759","903210","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50771","903220","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50783","903281","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50795","903289","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50801","903290","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50806","903300","42","Capital Goods (Except Transport Equipment): Parts and accessories","Intermediate Goods"
"50807","910111","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50809","910119","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50813","910121","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50814","910129","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50815","910191","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50817","910199","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50818","910211","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50820","910212","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50822","910219","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50824","910221","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50825","910229","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50826","910291","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50828","910299","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50829","910310","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50831","910390","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50832","910400","53","Transport Equipment And Parts And Accessories Therefof: Parts and accessories","Intermediate Goods"
"50833","910511","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50835","910519","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50836","910521","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50838","910529","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50839","910591","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50841","910599","61","Consumer Goods Not Elsewhere Specified: Durable","Consumption Goods"
"50842","910610","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50843","910690","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50845","910700","41","Capital Goods (Except Transport Equipment): Capital goods (except transport equipment)","Capital Goods"
"50846","910811","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50849","910812","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50852","910819","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50855","910820","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50856","910890","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50858","910910","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50862","910990","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50863","911011","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50864","911012","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50865","911019","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50866","911090","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50867","911110","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50868","911120","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50869","911180","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50870","911190","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50871","911220","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50873","911290","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"50874","911310","62","Consumer Goods Not Elsewhere Specified: Semi-Durable","Consumption Goods"
"50876","911320","62","Consumer Goods Not Elsewhere Specified: Semi-Durable","Consumption Goods"
